sample_id,family_id,label,subtype,scenario,behavior_mode,observation_profile,frame_count,simulator_version,feature_version,requested_depth_mode,fps,seed,split,attempted_missing_fraction,camera_residual_enabled,tracking_drift_enabled,feature_status,feature_config_id,rejection_reason,v_mean,v_std,a_mean,turn_rate_mean,turn_rate_p95,heading_change_ratio,straightness,stationary_ratio,bbox_area_mean,bbox_area_cv,bbox_scale_rate_std,observed_points,duration_seconds,nominal_fps,clock,missing_fraction,longest_missing_seconds,long_gap_count,mean_conf,boundary_fraction,usable_segments,retained_points,heading_valid_fraction,retained_duration_seconds,training_length_group
20260906:multi_mode:220:bird:seagull:ideal,20260906:multi_mode:220,bird,seagull,multi_mode,flap_jitter,ideal,84,3.0.0,3.0.0,approaching,30.0,20260906,train,0.4642857142857143,False,False,accepted,3b9a6c638c3f3519,,10.78883114523555,1.5907035533159515,1.8892139249681552,0.08754921088801257,0.3569447896499633,0.0,0.9996584403655302,0.0,1.137654091935694e-05,0.22863089008072865,2.926493067981876,45.0,1.467,29.993183367416492,timestamp_ms,0.0,0.0006590909090909355,0.0,1.0,0.0,1.0,45.0,1.0,1.467,short
20260906:sharp_turns:266:bird:falcon:noisy,20260906:sharp_turns:266,bird,falcon,sharp_turns,foraging_zigzag,noisy,395,3.0.0,3.0.0,approaching,30.0,20260906,train,0.7240506329113924,False,True,accepted,3b9a6c638c3f3519,,28.279939788353513,3.0440884074824175,10.417936879567474,0.1933176681418442,0.44622502535181635,0.035398230088495575,0.9981788732897885,0.0,5.382850758474087e-06,0.1958629559416038,0.11887911285100536,109.0,3.8,30.0,timestamp_ms,0.05217391304347829,0.06666666666666676,0.0,0.8431972570048805,0.0,1.0,109.0,1.0,3.8,standard
20260906:baseline:131:bird:pigeon:ideal,20260906:baseline:131,bird,pigeon,baseline,flap_jitter,ideal,408,3.0.0,3.0.0,approaching,30.0,20260906,train,0.3578431372549019,False,False,accepted,3b9a6c638c3f3519,,35.429195272271514,6.397957266222453,3.2653490744968208,0.009638817498631356,0.02256239036181122,0.0,0.9999824221434007,0.0,1.4468845682866514e-06,0.27838302584554403,2.889386014123204,262.0,8.7,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,262.0,1.0,8.7,standard
20260906:sharp_turns:13:bird:seagull:ideal,20260906:sharp_turns:13,bird,seagull,sharp_turns,foraging_zigzag,ideal,88,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,23.815735962325775,0.5724643571752783,2.030200494302863,0.038107364655400607,0.07907560684139349,0.0,0.9999239874763698,0.0,4.978680857895206e-06,0.052595460265080315,0.0961267187595645,88.0,2.9,30.0,timestamp_ms,0.0,0.0006666666666669194,0.0,1.0,0.0,1.0,88.0,1.0,2.9,standard
20260906:baseline:131:bird:falcon:noisy,20260906:baseline:131,bird,falcon,baseline,flap_jitter,noisy,408,3.0.0,3.0.0,approaching,30.0,20260906,train,0.7524509803921569,True,True,accepted,3b9a6c638c3f3519,,28.785853557451215,3.4050021373397876,13.393666304671767,0.18095146506906878,0.4336571052362269,0.03773004574467654,0.9996341810103607,0.0,6.109426384865807e-06,0.24815643839982457,0.6721303619017138,101.0,4.233,30.00236239073943,timestamp_ms,0.2109375,0.6006692913385826,1.0,0.7254754135387157,0.0,2.0,101.0,1.0,3.5989999999999998,standard
20260906:sharp_turns:267:drone:hover_quad:noisy,20260906:sharp_turns:267,drone,hover_quad,sharp_turns,cruise,noisy,361,3.0.0,3.0.0,crossing,30.0,20260906,train,0.08033240997229918,True,True,accepted,3b9a6c638c3f3519,,11.52480308447555,4.560856687081759,14.471386098697538,0.833268703477341,2.7440765945281327,0.48546695650386956,0.9291978116882602,0.0,4.960604185813875e-06,0.15690744040051935,0.20418673245780947,332.0,12.0,30.0,timestamp_ms,0.08033240997229918,0.43366666666666653,1.0,0.7721947572167891,0.0,2.0,332.0,1.0,11.533,standard
20260906:baseline:146:bird:falcon:noisy,20260906:baseline:146,bird,falcon,baseline,thermal_circle,noisy,304,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.6151315789473684,True,False,accepted,3b9a6c638c3f3519,,39.40690343522503,2.8032216411840336,10.220851816728379,0.1089419236193705,0.2583254945844972,0.0,0.9967049497677085,0.0,1.6814187576354746e-05,0.226826135223853,0.10869725299864745,117.0,4.033,30.002479543763947,timestamp_ms,0.040983606557377095,0.033669421487603476,0.0,0.8240209468624199,0.0,1.0,117.0,1.0,4.033,standard
20260906:sudden_dash:223:drone:hover_quad:noisy,20260906:sudden_dash:223,drone,hover_quad,sudden_dash,cruise,noisy,126,3.0.0,3.0.0,receding,30.0,20260906,train,0.12698412698412698,True,True,accepted,3b9a6c638c3f3519,,10.88125387628591,2.090780312326795,15.945292216819446,0.6347879310878238,1.6255861547279198,0.48780487804878037,0.9946412115824934,0.0,4.234894339225554e-06,0.1251352578584492,0.10378266116138218,110.0,4.133,30.002419549963708,timestamp_ms,0.12,0.20066935483870968,0.0,0.8460205202604637,0.0,1.0,110.0,1.0,4.133,standard
20260906:sudden_dash:247:drone:consumer_quad:ideal,20260906:sudden_dash:247,drone,consumer_quad,sudden_dash,cruise,ideal,381,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.4461942257217848,False,False,accepted,3b9a6c638c3f3519,,47.93380933022712,8.524259686359555,7.31758196258517,0.06616965659576665,0.17502131735925486,0.0,0.9972732333237745,0.0,2.176154432221862e-06,0.02969167685382874,0.07658498667613306,211.0,7.0,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,211.0,1.0,7.0,standard
20260906:sharp_turns:249:drone:consumer_quad:noisy,20260906:sharp_turns:249,drone,consumer_quad,sharp_turns,cruise,noisy,124,3.0.0,3.0.0,approaching,30.0,20260906,train,0.13709677419354838,True,False,accepted,3b9a6c638c3f3519,,11.607409201560683,5.906148553876417,17.019138419986664,1.0135616016278208,3.1643246426503455,0.6415501240525657,0.8822883274838508,0.0,2.8647944783302443e-06,0.1486466658002869,0.14576763046553798,107.0,4.1,30.0,timestamp_ms,0.13709677419354838,0.4666666666666669,1.0,0.801769276591589,0.0,2.0,107.0,1.0,3.5999999999999996,standard
20260906:sharp_turns:157:drone:consumer_quad:ideal,20260906:sharp_turns:157,drone,consumer_quad,sharp_turns,cruise,ideal,74,3.0.0,3.0.0,approaching,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,16.475988244616264,3.54639013021703,7.207974294747046,0.3266906627796992,0.7672128166840986,0.2916666666666667,0.9647493441638177,0.0,2.5791998035615435e-06,0.07882107802930215,0.026895177037261724,74.0,2.433,30.00411015207563,timestamp_ms,0.0,0.0006712328767125852,0.0,1.0,0.0,1.0,74.0,1.0,2.433,standard
20260906:baseline:286:bird:seagull:noisy,20260906:baseline:286,bird,seagull,baseline,thermal_circle,noisy,203,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.014778325123152691,False,False,accepted,3b9a6c638c3f3519,,9.940656285470322,2.1683936886847026,10.899214664567266,0.5351863441039828,1.3033288194736092,0.4278606965174131,0.7265390007833432,0.0,8.069840406293949e-06,0.2144040586425297,0.14828741825398342,200.0,6.733,30.0014852220407,timestamp_ms,0.014778325123152691,0.033668316831683344,0.0,0.9023908524055486,0.0,1.0,200.0,1.0,6.733,standard
20260906:sharp_turns:262:drone:fixed_wing_drone:ideal,20260906:sharp_turns:262,drone,fixed_wing_drone,sharp_turns,cruise,ideal,99,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,29.52445442059727,4.17288114373615,3.1488841786241566,0.04390949689664397,0.10493419268540406,0.0,0.9996598286490529,0.0,2.915635984279777e-06,0.03035964759444928,0.06656172997110643,99.0,3.267,29.996939087848176,timestamp_ms,0.0,0.0006632653061226998,0.0,1.0,0.0,1.0,99.0,1.0,3.267,standard
20260906:sharp_turns:191:drone:racing_quad:ideal,20260906:sharp_turns:191,drone,racing_quad,sharp_turns,cruise,ideal,87,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,44.217037510089646,12.835305119603968,31.896006788491196,0.7161730802791239,1.81649741460346,0.5294117647058825,0.8047386533775728,0.0,1.326215157645735e-06,0.09166889446299939,0.065083153308649,87.0,2.867,29.99651203348448,timestamp_ms,0.0,0.0006627906976746714,0.0,1.0,0.0,1.0,87.0,1.0,2.867,standard
20260906:multi_mode:282:drone:consumer_quad:noisy,20260906:multi_mode:282,drone,consumer_quad,multi_mode,cruise,noisy,305,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.07540983606557372,True,True,accepted,3b9a6c638c3f3519,,19.816934821422837,9.761774056950566,24.866853645825945,0.7044122512155513,1.7723462705790192,0.39042360788265046,0.9818977177041104,0.0034012390670553933,1.6491334014664885e-06,0.10139847231280052,0.22853573045129336,282.0,10.133,30.000986874568245,timestamp_ms,0.07540983606557372,0.2996677631578948,1.0,0.738653542775729,0.0,2.0,282.0,0.9246575342465754,9.799999999999999,standard
20260906:sharp_turns:189:drone:hover_quad:ideal,20260906:sharp_turns:189,drone,hover_quad,sharp_turns,cruise,ideal,128,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,12.579560804896719,5.709252246456675,5.0323863470793135,0.4286209912486098,0.9906447618188555,0.3730158730158732,0.9533247860761499,0.0,4.255679732265e-06,0.14050471530544514,0.30932960400720577,128.0,4.233,30.00236239073943,timestamp_ms,0.0,0.0006692913385829349,0.0,1.0,0.0,1.0,128.0,1.0,4.233,standard
20260906:sudden_dash:207:bird:falcon:ideal,20260906:sudden_dash:207,bird,falcon,sudden_dash,foraging_zigzag,ideal,90,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,12.383190252667276,3.1169510210469684,6.375512374429047,0.24807125018177414,0.5902577939089435,0.06818181818181818,0.9892228435586076,0.0,3.2707439616268154e-06,0.1500271573305953,0.043073321009419796,90.0,2.967,29.996629592180653,timestamp_ms,0.0,0.0006629213483148599,0.0,1.0,0.0,1.0,90.0,1.0,2.967,standard
20260906:sharp_turns:151:bird:falcon:ideal,20260906:sharp_turns:151,bird,falcon,sharp_turns,sudden_escape,ideal,375,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.5706666666666667,False,False,accepted,3b9a6c638c3f3519,,36.1778100882457,2.1558720756249636,5.61333615222562,0.13361701858263994,0.37040369803730666,0.0,0.9851426546315543,0.0,4.1064065326516e-06,0.21781652327700826,0.14992762407818067,161.0,5.333,30.001875117194825,timestamp_ms,0.0,0.0006687500000006966,0.0,1.0,0.0,1.0,161.0,1.0,5.333,standard
20260906:sharp_turns:137:bird:pigeon:noisy,20260906:sharp_turns:137,bird,pigeon,sharp_turns,flap_jitter,noisy,102,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0490196078431373,True,False,accepted,3b9a6c638c3f3519,,23.143286578272196,4.228614822384374,18.139528643855027,0.4270939395365701,1.0610989187890991,0.28,0.9808136645400676,0.0,5.1140610729799935e-06,0.11693104829336638,0.39783864407993424,97.0,3.367,29.997029997029994,timestamp_ms,0.0490196078431373,0.03366336633663383,0.0,0.8557919432114874,0.0,1.0,97.0,1.0,3.367,standard
20260906:sudden_dash:81:drone:hover_quad:ideal,20260906:sudden_dash:81,drone,hover_quad,sudden_dash,cruise,ideal,184,3.0.0,3.0.0,crossing,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,21.92196246711335,4.267955488988175,3.6226230498691288,0.011042747197260656,0.027647340860964473,0.0,0.9999802735008307,0.0,3.1635695323373856e-06,0.015141510714087678,0.00897386229782741,184.0,6.1,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,184.0,1.0,6.1,standard
20260906:multi_mode:195:drone:consumer_quad:noisy,20260906:multi_mode:195,drone,consumer_quad,multi_mode,cruise,noisy,271,3.0.0,3.0.0,receding,30.0,20260906,train,0.07749077490774903,False,True,accepted,3b9a6c638c3f3519,,8.240365605744888,5.550667601417555,24.751714229216667,1.8154773871890901,6.048087854586933,0.6147856814665988,0.44430279389449373,0.0038609843309692637,1.2829357884146843e-06,0.058827210722473974,0.11188702091558277,250.0,9.0,30.0,timestamp_ms,0.07749077490774903,0.33366666666666667,1.0,0.8368795667325613,0.0,2.0,250.0,0.8793774319066148,8.633,standard
20260906:sharp_turns:246:drone:racing_quad:ideal,20260906:sharp_turns:246,drone,racing_quad,sharp_turns,cruise,ideal,153,3.0.0,3.0.0,crossing,30.0,20260906,train,0.3464052287581699,False,False,accepted,3b9a6c638c3f3519,,71.84760706953216,30.986835125987675,36.71509035164627,0.6723407196143516,1.3904226890227187,0.687537245780617,0.8539724363356984,0.0,7.242058626929893e-07,0.2484452739345665,0.20513025867691395,100.0,3.633,30.00275254610515,timestamp_ms,0.09090909090909094,0.3336697247706422,1.0,1.0,0.0,2.0,100.0,1.0,3.266,standard
20260906:sharp_turns:192:bird:pigeon:ideal,20260906:sharp_turns:192,bird,pigeon,sharp_turns,sudden_escape,ideal,76,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,20.84698495236135,3.7878634727276865,7.503304952259992,0.24904857689196386,0.7071338433955381,0.18918918918918917,0.9892070221235635,0.0,3.0099202890156993e-06,0.18658557574824952,0.10572454589930692,76.0,2.5,30.0,timestamp_ms,0.0,0.0006666666666669194,0.0,1.0,0.0,1.0,76.0,1.0,2.5,standard
20260906:sudden_dash:201:bird:seagull:ideal,20260906:sudden_dash:201,bird,seagull,sudden_dash,glide,ideal,354,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.5254237288135593,False,False,accepted,3b9a6c638c3f3519,,16.338803901512005,2.974311487848157,3.387414951212416,0.1127772718136614,0.276742967529226,0.0,0.9943339117945315,0.0,1.019222261822221e-05,0.18160556575686104,0.08282174912789642,168.0,10.567,29.999053657613324,timestamp_ms,0.4716981132075472,5.000665615141956,1.0,1.0,0.0,2.0,168.0,1.0,5.533,standard
20260906:multi_mode:158:drone:hover_quad:ideal,20260906:multi_mode:158,drone,hover_quad,multi_mode,cruise,ideal,175,3.0.0,3.0.0,approaching,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,5.552146629493028,3.5499466564260174,4.81179442161151,0.24992662933137647,0.9495232154167849,0.07514450867052022,0.5995766316739312,0.01724137931034483,1.6656245892083393e-06,0.025313290559091765,0.22284995816245007,175.0,5.8,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,175.0,0.9710982658959537,5.8,standard
20260906:multi_mode:282:bird:falcon:ideal,20260906:multi_mode:282,bird,falcon,multi_mode,flap_jitter,ideal,305,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.5672131147540984,False,False,accepted,3b9a6c638c3f3519,,61.13445036900563,11.42883599063299,7.1555253449540945,0.04501325703948284,0.1253415231679632,0.0,0.9994298877382864,0.0,3.1836993719330094e-06,0.29072016522184396,2.3244692426189166,132.0,4.367,29.997710098465767,timestamp_ms,0.0,0.0006641221374052778,0.0,1.0,0.0,1.0,132.0,1.0,4.367,standard
20260906:sharp_turns:45:drone:consumer_quad:ideal,20260906:sharp_turns:45,drone,consumer_quad,sharp_turns,cruise,ideal,371,3.0.0,3.0.0,crossing,30.0,20260906,train,0.1617250673854448,False,False,accepted,3b9a6c638c3f3519,,23.16332325065081,6.627624055285863,3.150261163647286,0.07566441815476894,0.2816284376035774,0.0,0.992895323803529,0.0,2.729754363891908e-06,0.16198957600237274,0.12562153943714013,311.0,12.333,30.000810832725207,timestamp_ms,0.1617250673854448,1.999667567567567,1.0,1.0,0.0,2.0,311.0,1.0,10.3,standard
20260906:sharp_turns:83:drone:racing_quad:ideal,20260906:sharp_turns:83,drone,racing_quad,sharp_turns,cruise,ideal,81,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,27.396896609003434,2.449290707424966,13.284702791140635,0.3567569133403349,1.41581953677862,0.2658227848101266,0.9776900988179824,0.0,1.3183158350232071e-06,0.1749202045175286,0.04699048719648585,81.0,2.667,29.996250468691414,timestamp_ms,0.0,0.0006625000000002532,0.0,1.0,0.0,1.0,81.0,1.0,2.667,standard
20260906:sharp_turns:72:bird:pigeon:ideal,20260906:sharp_turns:72,bird,pigeon,sharp_turns,glide,ideal,83,3.0.0,3.0.0,approaching,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,18.063886470020506,5.1175377562102415,5.752600912282279,0.11476912180571795,0.2013936333773201,0.0,0.9956295117501309,0.0,2.1381966706438764e-06,0.04335009325715562,0.05764145469970488,83.0,2.733,30.00365898280278,timestamp_ms,0.0,0.0006707317073173236,0.0,1.0,0.0,1.0,83.0,1.0,2.733,standard
20260906:multi_mode:24:bird:seagull:ideal,20260906:multi_mode:24,bird,seagull,multi_mode,sudden_escape,ideal,215,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.08837209302325577,False,False,accepted,3b9a6c638c3f3519,,23.17086943661591,2.2709181423732967,5.367142025282281,0.08889224688418651,0.22459735600588884,0.0,0.9929087408026359,0.0,1.8482664144081216e-05,0.4111161388526887,0.091106773703993,196.0,6.5,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,196.0,1.0,6.5,standard
20260906:sharp_turns:64:drone:fixed_wing_drone:ideal,20260906:sharp_turns:64,drone,fixed_wing_drone,sharp_turns,cruise,ideal,342,3.0.0,3.0.0,crossing,30.0,20260906,train,0.6052631578947368,False,False,accepted,3b9a6c638c3f3519,,27.302834269427102,2.911135481164694,3.4123102971589017,0.07814378946537792,0.23382562214606176,0.0,0.9964462032240933,0.0,6.8047892114869825e-06,0.04454318274374953,0.06250661099682493,135.0,4.467,29.997761361092458,timestamp_ms,0.0,0.0006641791044783088,0.0,1.0,0.0,1.0,135.0,1.0,4.467,standard
20260906:multi_mode:204:drone:consumer_quad:ideal,20260906:multi_mode:204,drone,consumer_quad,multi_mode,cruise,ideal,95,3.0.0,3.0.0,receding,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,15.377656746443568,5.001590626795605,4.800037077050938,0.008715581375283941,0.01642873167184965,0.0,0.9999792876720383,0.0,1.7405300575563903e-06,0.06889432390227333,0.012124205773644727,95.0,3.133,30.003191828917966,timestamp_ms,0.0,0.0006702127659576965,0.0,1.0,0.0,1.0,95.0,1.0,3.133,standard
20260906:baseline:295:drone:racing_quad:noisy,20260906:baseline:295,drone,racing_quad,baseline,cruise,noisy,194,3.0.0,3.0.0,crossing,30.0,20260906,train,0.09793814432989689,True,True,accepted,3b9a6c638c3f3519,,90.73961474759679,3.085255140471135,55.310367750993635,0.2619700007398097,0.6467135231403744,0.125,0.9991765216443955,0.0,1.0223577986186353e-06,0.04300085587278563,0.10188594861397561,175.0,6.433,30.001554484688327,timestamp_ms,0.09793814432989689,0.06666839378238396,0.0,0.5606388472496533,0.0,1.0,175.0,1.0,6.433,standard
20260906:multi_mode:124:drone:consumer_quad:ideal,20260906:multi_mode:124,drone,consumer_quad,multi_mode,cruise,ideal,387,3.0.0,3.0.0,approaching,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,16.452059447522288,9.268486036142669,7.861138492630702,0.30754631277599387,0.325289976138051,0.03896103896103896,0.6823135949840557,0.0025906735751295338,2.130955713060681e-06,0.14518558773065884,0.0793848609085891,387.0,12.867,29.999222818061703,timestamp_ms,0.0,0.0006658031088089822,0.0,1.0,0.0,1.0,387.0,0.9948051948051948,12.867,standard
20260906:sudden_dash:280:drone:racing_quad:noisy,20260906:sudden_dash:280,drone,racing_quad,sudden_dash,cruise,noisy,229,3.0.0,3.0.0,crossing,30.0,20260906,train,0.3580786026200873,True,True,accepted,3b9a6c638c3f3519,,81.6856842634682,18.39061239849463,36.53638293151877,0.17672613627096256,0.4543605834923905,0.017964071856287428,0.9996062520311098,0.0,1.3834631559967926e-06,0.02539236621536052,0.09702472748952097,147.0,5.6,30.0,timestamp_ms,0.1301775147928994,0.2326666666666667,0.0,0.4963609160828746,0.0,1.0,147.0,1.0,5.6,standard
20260906:baseline:44:drone:consumer_quad:ideal,20260906:baseline:44,drone,consumer_quad,baseline,cruise,ideal,416,3.0.0,3.0.0,approaching,30.0,20260906,train,0.4639423076923077,False,False,accepted,3b9a6c638c3f3519,,28.494077367093332,3.0229283903206356,2.9516405321223695,0.01248619322413836,0.029810821597535238,0.0,0.9999273378015904,0.0,2.2187506980028426e-06,0.20041042114107024,0.006429012950686944,223.0,7.4,30.0,timestamp_ms,0.0,0.0006666666666673635,0.0,1.0,0.0,1.0,223.0,1.0,7.4,standard
20260906:baseline:252:bird:pigeon:noisy,20260906:baseline:252,bird,pigeon,baseline,foraging_zigzag,noisy,259,3.0.0,3.0.0,receding,30.0,20260906,train,0.05791505791505791,True,True,accepted,3b9a6c638c3f3519,,11.566720200448456,2.749645423170145,12.582481266061244,0.6857715534731855,1.7861336827463337,0.49416342412451353,0.9301657952931341,0.0,5.199515633865714e-06,0.23663109575812963,0.09816985790320505,244.0,8.6,30.0,timestamp_ms,0.05791505791505791,0.06666666666666632,0.0,0.8262516599553259,0.0,1.0,244.0,1.0,8.6,standard
20260906:sharp_turns:102:drone:hover_quad:ideal,20260906:sharp_turns:102,drone,hover_quad,sharp_turns,cruise,ideal,159,3.0.0,3.0.0,approaching,30.0,20260906,train,0.30188679245283023,False,False,accepted,3b9a6c638c3f3519,,11.140444864897065,3.0174973039326836,3.6618249717599656,0.272776441832294,1.0884764777488327,0.2477064220183486,0.9886915720580988,0.0,1.1161913011113097e-05,0.10062374185862867,0.056102161708597026,111.0,3.667,29.997272975184075,timestamp_ms,0.0,0.000663636363636616,0.0,1.0,0.0,1.0,111.0,1.0,3.667,standard
20260906:multi_mode:235:drone:consumer_quad:noisy,20260906:multi_mode:235,drone,consumer_quad,multi_mode,cruise,noisy,175,3.0.0,3.0.0,receding,30.0,20260906,train,0.04571428571428571,False,False,accepted,3b9a6c638c3f3519,,11.732541401376197,7.6673100915796155,22.030745798440215,1.8282772524513529,8.044413692722022,0.6069364161849711,0.9525543987015049,0.0,1.8148986260681445e-06,0.0802785124769668,0.10768325209286536,167.0,5.8,30.0,timestamp_ms,0.04571428571428571,0.03366666666666684,0.0,0.8126023273950086,0.0,1.0,167.0,0.9479768786127167,5.8,standard
20260906:sudden_dash:188:drone:consumer_quad:ideal,20260906:sudden_dash:188,drone,consumer_quad,sudden_dash,cruise,ideal,113,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.0,False,False,accepted,3b9a6c638c3f3519,,44.755245934275436,7.213498611893913,11.219182931347955,0.10874482824626645,0.20111869257932768,0.0,0.9971260477908108,0.0,1.1473626232884461e-06,0.06171732637297529,0.12060337212991924,113.0,3.733,30.002678810608092,timestamp_ms,0.0,0.0006696428571431115,0.0,1.0,0.0,1.0,113.0,1.0,3.733,standard
20260906:sharp_turns:54:bird:pigeon:noisy,20260906:sharp_turns:54,bird,pigeon,sharp_turns,sudden_escape,noisy,346,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.5809248554913296,True,True,accepted,3b9a6c638c3f3519,,20.02444986530032,4.061932260500244,12.289865499097797,0.2482153196500276,0.6455870996503316,0.10666666666666667,0.9991641831790438,0.0,1.0116822963953353e-05,0.051380242132499684,0.11400570472134945,145.0,5.033,30.001986886548778,timestamp_ms,0.046052631578947345,0.0336688741721856,0.0,0.8607316545325998,0.0,1.0,145.0,1.0,5.033,standard
20260906:multi_mode:295:drone:fixed_wing_drone:noisy,20260906:multi_mode:295,drone,fixed_wing_drone,multi_mode,cruise,noisy,218,3.0.0,3.0.0,receding,30.0,20260906,train,0.10550458715596334,False,True,accepted,3b9a6c638c3f3519,,7.6121835414926045,4.918955860186281,9.47376563675157,0.8489910395031861,2.359001978375495,0.4585539348016002,0.945372564342976,0.0,3.37363368983092e-06,0.16139092402790658,0.08816280976416309,195.0,7.233,30.001382552191348,timestamp_ms,0.10550458715596334,0.29966820276497713,1.0,0.8359688674570135,0.0,2.0,195.0,1.0,6.899999999999999,standard
20260906:baseline:110:drone:fixed_wing_drone:noisy,20260906:baseline:110,drone,fixed_wing_drone,baseline,cruise,noisy,303,3.0.0,3.0.0,crossing,30.0,20260906,train,0.636963696369637,True,False,accepted,3b9a6c638c3f3519,,21.91726408314435,1.0389572586527585,7.573301940104782,0.15083992626428325,0.3488096232671636,0.0,0.999613930770647,0.0,1.4861987827568153e-05,0.026955012753316097,0.10686720936246534,110.0,3.767,29.99734536766658,timestamp_ms,0.03508771929824561,0.06666371681415928,0.0,0.8422957303853332,0.0,1.0,110.0,1.0,3.767,standard
20260906:baseline:286:drone:hover_quad:noisy,20260906:baseline:286,drone,hover_quad,baseline,cruise,noisy,203,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.09359605911330049,True,True,accepted,3b9a6c638c3f3519,,22.015937312212927,3.3491430837385594,37.195217285346544,0.6880632917829718,1.7249171947644857,0.5132241952395312,0.9904347443377121,0.0,1.4034213064756886e-06,0.06630650199464266,0.13146144040099653,184.0,6.733,30.0014852220407,timestamp_ms,0.09359605911330049,0.3336683168316832,1.0,0.7273795619610206,0.0,2.0,184.0,1.0,6.366,standard
20260906:baseline:91:bird:pigeon:noisy,20260906:baseline:91,bird,pigeon,baseline,sudden_escape,noisy,332,3.0.0,3.0.0,approaching,30.0,20260906,train,0.27409638554216864,True,True,accepted,3b9a6c638c3f3519,,11.424035331906525,4.437277645674638,12.543867406433487,0.6132363290859706,1.6513278218086127,0.43083003952569165,0.9884672810786067,0.0,4.597428600260372e-06,0.3108172163168026,0.10560288287095625,241.0,8.467,29.998818944136055,timestamp_ms,0.05490196078431375,0.10066535433070856,0.0,0.8030466098882345,0.0,1.0,241.0,1.0,8.467,standard
20260906:multi_mode:77:bird:seagull:noisy,20260906:multi_mode:77,bird,seagull,multi_mode,thermal_circle,noisy,74,3.0.0,3.0.0,passing_by,30.0,20260906,train,0.22972972972972971,True,False,accepted,3b9a6c638c3f3519,,14.288674505510565,2.73392047385222,6.974046450390964,0.20905209661381532,0.6383037539547752,0.07403589033151853,0.9993345872252687,0.0,2.4532781331368374e-05,0.03307465220940078,0.14880266400592415,57.0,2.433,30.00411015207563,timestamp_ms,0.22972972972972971,0.5336712328767123,1.0,0.9099362320903213,0.0,2.0,57.0,1.0,1.8659999999999999,short
20260906:sharp_turns:19:bird:pigeon:noisy,20260906:sharp_turns:19,bird,pigeon,sharp_turns,thermal_circle,noisy,330,3.0.0,3.0.0,approaching,30.0,20260906,train,0.6757575757575758,True,True,accepted,3b9a6c638c3f3519,,16.081555993805704,1.5521739012120592,17.47643881994957,0.5828677995534044,1.2468240741330177,0.4774774774774775,0.9254712651986344,0.0,3.074675633577402e-06,0.1309581577530671,0.1121153531095814,107.0,3.733,30.002678810608092,timestamp_ms,0.053097345132743334,0.03366964285714303,0.0,0.8609675882750254,0.0,1.0,107.0,1.0,3.733,standard
20260906:sharp_turns:193:drone:hover_quad:noisy,20260906:sharp_turns:193,drone,hover_quad,sharp_turns,cruise,noisy,71,3.0.0,3.0.0,crossing,30.0,20260906,train,0.14084507042253525,True,True,accepted,3b9a6c638c3f3519,,7.625714539205289,4.171206091732766,13.451527908728009,1.486012940907975,4.858083187973746,0.7627118644067793,0.8185482003440231,0.0,6.410075804458771e-06,0.09796387398096647,0.13773403221357325,61.0,2.333,30.004286326618086,timestamp_ms,0.14084507042253525,0.2666714285714286,1.0,0.8314558713639053,0.0,1.0,59.0,1.0,2.0,standard
